timestamp,hour,temperature_c,occupancy_factor,baseline_setpoint_c,optimized_setpoint_c,baseline_load_kw,optimized_load_kw
2024-07-05 10:00:00,10,39.4,0.9,23.0,23.0,11.91,11.91
2024-07-05 11:00:00,11,40.35,0.9,23.0,23.0,12.92,12.92
2024-07-05 12:00:00,12,41.2,0.9,23.0,23.0,13.82,13.82
2024-07-05 13:00:00,13,41.89,0.9,23.0,24.5,14.37,13.45
2024-07-05 14:00:00,14,42.32,0.9,23.0,24.5,14.62,13.57
2024-07-05 15:00:00,15,42.68,0.9,23.0,24.5,14.71,13.74
2024-07-05 16:00:00,16,42.79,0.9,23.0,24.5,14.46,13.47
2024-07-05 17:00:00,17,42.7,0.9,23.0,24.5,14.44,13.51
2024-07-05 18:00:00,18,42.29,0.15,23.0,24.5,11.51,10.68
2024-07-05 19:00:00,19,41.96,0.15,23.0,24.5,11.21,10.4
2024-07-05 20:00:00,20,40.13,0.15,23.0,23.0,9.72,9.72
2024-07-05 21:00:00,21,39.07,0.15,23.0,23.0,8.82,8.87
2024-07-05 22:00:00,22,38.24,0.15,23.0,23.0,8.26,8.3
2024-07-05 23:00:00,23,37.57,0.15,23.0,23.0,7.69,7.85
2024-07-06 00:00:00,0,38.43,0.1,23.0,25.0,7.87,7.77
2024-07-06 01:00:00,1,37.91,0.1,23.0,25.0,7.42,6.48
2024-07-06 02:00:00,2,37.33,0.1,23.0,25.0,7.22,6.25
2024-07-06 03:00:00,3,36.24,0.1,23.0,25.0,6.66,5.64
2024-07-06 04:00:00,4,35.02,0.1,23.0,25.0,6.0,5.05
2024-07-06 05:00:00,5,34.41,0.1,23.0,25.0,5.5,4.64
2024-07-06 06:00:00,6,34.17,0.1,23.0,25.0,5.43,4.61
2024-07-06 07:00:00,7,35.18,0.1,23.0,25.0,6.01,5.1
2024-07-06 08:00:00,8,36.22,0.1,23.0,25.0,6.69,5.66
2024-07-06 09:00:00,9,37.99,0.1,23.0,25.0,8.13,7.2
2024-07-06 10:00:00,10,39.16,0.1,23.0,25.0,9.33,8.35
2024-07-06 11:00:00,11,40.18,0.1,23.0,25.0,10.27,9.22
2024-07-06 12:00:00,12,40.78,0.1,23.0,25.0,10.93,9.9
2024-07-06 13:00:00,13,41.24,0.1,23.0,25.0,11.23,10.18
2024-07-06 14:00:00,14,41.47,0.1,23.0,25.0,11.24,10.28
2024-07-06 15:00:00,15,41.78,0.1,23.0,25.0,11.26,10.22
2024-07-06 16:00:00,16,41.91,0.1,23.0,25.0,11.2,10.14
2024-07-06 17:00:00,17,41.99,0.1,23.0,25.0,11.26,10.19
2024-07-06 18:00:00,18,41.47,0.1,23.0,25.0,10.74,9.75
2024-07-06 19:00:00,19,41.16,0.1,23.0,25.0,10.5,9.41
2024-07-06 20:00:00,20,39.96,0.1,23.0,25.0,9.59,8.52
2024-07-06 21:00:00,21,39.2,0.1,23.0,25.0,8.91,7.9
2024-07-06 22:00:00,22,39.18,0.1,23.0,25.0,8.84,7.84
2024-07-06 23:00:00,23,38.47,0.1,23.0,25.0,8.43,7.33
2024-07-07 00:00:00,0,37.76,0.1,23.0,25.0,7.33,7.36
2024-07-07 01:00:00,1,36.51,0.1,23.0,25.0,6.63,5.63
2024-07-07 02:00:00,2,35.96,0.1,23.0,25.0,6.37,5.32
2024-07-07 03:00:00,3,35.41,0.1,23.0,25.0,6.07,5.16
2024-07-07 04:00:00,4,34.98,0.1,23.0,25.0,5.89,4.97
2024-07-07 05:00:00,5,35.32,0.1,23.0,25.0,6.11,5.25
2024-07-07 06:00:00,6,34.5,0.1,23.0,25.0,5.64,4.73
2024-07-07 07:00:00,7,35.87,0.1,23.0,25.0,6.43,5.53
2024-07-07 08:00:00,8,36.9,0.1,23.0,25.0,7.12,6.25
2024-07-07 09:00:00,9,37.74,0.1,23.0,25.0,8.11,7.07
2024-07-07 10:00:00,10,38.88,0.1,23.0,25.0,9.05,8.17
2024-07-07 11:00:00,11,40.24,0.1,23.0,25.0,10.35,9.27
2024-07-07 12:00:00,12,40.33,0.1,23.0,25.0,10.58,9.67
2024-07-07 13:00:00,13,41.2,0.1,23.0,25.0,11.23,10.13
2024-07-07 14:00:00,14,41.15,0.1,23.0,25.0,11.09,9.97
2024-07-07 15:00:00,15,41.62,0.1,23.0,25.0,11.22,10.16
2024-07-07 16:00:00,16,41.73,0.1,23.0,25.0,10.99,9.96
2024-07-07 17:00:00,17,41.75,0.1,23.0,25.0,10.97,9.97
2024-07-07 18:00:00,18,41.69,0.1,23.0,25.0,10.93,9.86
2024-07-07 19:00:00,19,41.12,0.1,23.0,25.0,10.46,9.34
2024-07-07 20:00:00,20,40.07,0.1,23.0,25.0,9.61,8.53
2024-07-07 21:00:00,21,39.36,0.1,23.0,25.0,9.0,8.0
2024-07-07 22:00:00,22,38.8,0.1,23.0,25.0,8.59,7.57
2024-07-07 23:00:00,23,38.43,0.1,23.0,25.0,8.36,7.28
2024-07-08 00:00:00,0,37.89,0.15,23.0,25.0,7.52,7.43
2024-07-08 01:00:00,1,37.08,0.15,23.0,25.0,7.02,6.25
2024-07-08 02:00:00,2,36.3,0.15,23.0,25.0,6.62,5.6
2024-07-08 03:00:00,3,34.65,0.15,23.0,25.0,5.67,4.9
2024-07-08 04:00:00,4,33.69,0.15,23.0,25.0,5.18,4.41
2024-07-08 05:00:00,5,33.91,0.15,23.0,25.0,5.31,4.55
2024-07-08 06:00:00,6,33.86,0.15,23.0,25.0,5.29,4.56
2024-07-08 07:00:00,7,35.14,0.15,23.0,25.0,5.96,5.18
2024-07-08 08:00:00,8,36.76,0.9,23.0,24.5,9.44,8.87
2024-07-08 09:00:00,9,38.26,0.9,23.0,24.5,10.67,10.04
2024-07-08 10:00:00,10,39.57,0.9,23.0,24.5,11.98,11.27
2024-07-08 11:00:00,11,40.57,0.9,23.0,24.5,13.14,12.34
2024-07-08 12:00:00,12,41.31,0.9,23.0,24.5,14.05,13.07
2024-07-08 13:00:00,13,41.97,0.9,23.0,24.5,14.5,13.52
2024-07-08 14:00:00,14,42.22,0.9,23.0,24.5,14.59,13.7
2024-07-08 15:00:00,15,42.5,0.9,23.0,24.5,14.47,13.72
2024-07-08 16:00:00,16,42.5,0.9,23.0,24.5,14.11,13.33
2024-07-08 17:00:00,17,42.42,0.9,23.0,24.5,14.12,13.44
2024-07-08 18:00:00,18,42.09,0.15,23.0,25.0,11.28,10.25
2024-07-08 19:00:00,19,41.73,0.15,23.0,25.0,11.05,9.98
2024-07-08 20:00:00,20,40.17,0.15,23.0,25.0,9.72,8.63
2024-07-08 21:00:00,21,39.41,0.15,23.0,25.0,9.11,8.09
2024-07-08 22:00:00,22,38.82,0.15,23.0,25.0,8.64,7.63
2024-07-08 23:00:00,23,38.66,0.15,23.0,25.0,8.49,7.49
2024-07-09 00:00:00,0,37.37,0.15,23.0,25.0,7.12,6.94
2024-07-09 01:00:00,1,37.46,0.15,23.0,25.0,7.23,6.3
2024-07-09 02:00:00,2,36.43,0.15,23.0,25.0,6.75,5.59
2024-07-09 03:00:00,3,35.48,0.15,23.0,25.0,6.17,5.24
2024-07-09 04:00:00,4,35.11,0.15,23.0,25.0,6.0,5.05
2024-07-09 05:00:00,5,35.6,0.15,23.0,25.0,6.3,5.43
2024-07-09 06:00:00,6,34.49,0.15,23.0,25.0,5.7,4.81
2024-07-09 07:00:00,7,35.85,0.15,23.0,25.0,6.46,5.53
2024-07-09 08:00:00,8,36.72,0.9,23.0,24.5,9.43,8.74
2024-07-09 09:00:00,9,38.08,0.9,23.0,24.5,10.53,9.99
2024-07-09 10:00:00,10,39.42,0.9,23.0,24.5,11.92,11.19
2024-07-09 11:00:00,11,40.66,0.9,23.0,24.5,13.22,12.41
2024-07-09 12:00:00,12,41.4,0.9,23.0,24.5,14.03,13.14
2024-07-09 13:00:00,13,42.07,0.9,23.0,24.5,14.59,13.66
2024-07-09 14:00:00,14,42.15,0.9,23.0,24.5,14.48,13.6
2024-07-09 15:00:00,15,42.1,0.9,23.0,24.5,14.28,13.33
2024-07-09 16:00:00,16,42.24,0.9,23.0,24.5,13.92,13.1
2024-07-09 17:00:00,17,42.19,0.9,23.0,24.5,13.86,13.08
2024-07-09 18:00:00,18,41.88,0.15,23.0,25.0,11.13,10.01
2024-07-09 19:00:00,19,41.54,0.15,23.0,25.0,10.94,9.79
2024-07-09 20:00:00,20,40.32,0.15,23.0,25.0,9.92,8.77
2024-07-09 21:00:00,21,39.43,0.15,23.0,25.0,9.13,8.09
2024-07-09 22:00:00,22,38.77,0.15,23.0,25.0,8.64,7.63
2024-07-09 23:00:00,23,38.61,0.15,23.0,25.0,8.51,7.46
2024-07-10 00:00:00,0,37.96,0.15,23.0,25.0,7.54,7.44
2024-07-10 01:00:00,1,37.32,0.15,23.0,25.0,7.14,6.26
2024-07-10 02:00:00,2,36.65,0.15,23.0,25.0,6.74,5.67
2024-07-10 03:00:00,3,36.46,0.15,23.0,25.0,6.76,5.74
2024-07-10 04:00:00,4,35.3,0.15,23.0,25.0,6.14,5.24
2024-07-10 05:00:00,5,36.3,0.15,23.0,25.0,6.75,5.83
2024-07-10 06:00:00,6,35.37,0.15,23.0,25.0,6.17,5.3
2024-07-10 07:00:00,7,36.68,0.15,23.0,25.0,6.99,6.15
2024-07-10 08:00:00,8,37.09,0.9,23.0,24.5,9.63,9.03
2024-07-10 09:00:00,9,38.58,0.9,23.0,24.5,11.11,10.33
2024-07-10 10:00:00,10,27.0,0.9,23.0,24.5,5.46,5.13
2024-07-10 11:00:00,11,27.0,0.9,23.0,24.5,5.28,4.89
2024-07-10 12:00:00,12,40.77,0.9,23.0,24.5,13.22,12.32
2024-07-10 13:00:00,13,41.34,0.9,23.0,24.5,13.74,12.83
2024-07-10 14:00:00,14,41.95,0.9,23.0,24.5,14.23,13.35
2024-07-10 15:00:00,15,42.0,0.9,23.0,24.5,14.15,13.18
2024-07-10 16:00:00,16,42.12,0.9,23.0,24.5,13.78,12.88
2024-07-10 17:00:00,17,41.95,0.9,23.0,24.5,13.72,12.87
2024-07-10 18:00:00,18,41.77,0.15,23.0,25.0,11.05,9.94
2024-07-10 19:00:00,19,41.02,0.15,23.0,25.0,10.46,9.4
2024-07-10 20:00:00,20,40.1,0.15,23.0,25.0,9.71,8.61
2024-07-10 21:00:00,21,39.34,0.15,23.0,25.0,9.02,8.02
2024-07-10 22:00:00,22,38.48,0.15,23.0,25.0,8.42,7.31
2024-07-10 23:00:00,23,38.18,0.15,23.0,25.0,8.1,6.97
2024-07-11 00:00:00,0,37.65,0.15,23.0,25.0,7.2,7.08
2024-07-11 01:00:00,1,37.39,0.15,23.0,25.0,7.16,6.27
2024-07-11 02:00:00,2,36.21,0.15,23.0,25.0,6.56,5.49
2024-07-11 03:00:00,3,35.83,0.15,23.0,25.0,6.41,5.51
2024-07-11 04:00:00,4,36.23,0.15,23.0,25.0,6.7,5.74
2024-07-11 05:00:00,5,35.46,0.15,23.0,25.0,6.21,5.37
2024-07-11 06:00:00,6,34.84,0.15,23.0,25.0,5.84,4.97
2024-07-11 07:00:00,7,36.29,0.15,23.0,25.0,6.74,5.8
2024-07-11 08:00:00,8,37.39,0.9,23.0,24.5,9.76,9.23
2024-07-11 09:00:00,9,38.92,0.9,23.0,24.5,11.3,10.47
2024-07-11 10:00:00,10,39.88,0.9,23.0,24.5,12.4,11.66
2024-07-11 11:00:00,11,40.9,0.9,23.0,24.5,13.4,12.56
2024-07-11 12:00:00,12,41.42,0.9,23.0,24.5,14.05,13.21
2024-07-11 13:00:00,13,41.83,0.9,23.0,24.5,14.34,13.58
2024-07-11 14:00:00,14,41.92,0.9,23.0,24.5,14.23,13.41
2024-07-11 15:00:00,15,41.93,0.9,23.0,24.5,14.09,13.24
2024-07-11 16:00:00,16,42.02,0.9,23.0,24.5,13.68,12.87
2024-07-11 17:00:00,17,42.13,0.9,23.0,24.5,13.81,13.03
2024-07-11 18:00:00,18,42.04,0.15,23.0,25.0,11.24,10.09
2024-07-11 19:00:00,19,41.13,0.15,23.0,25.0,10.55,9.45
2024-07-11 20:00:00,20,40.63,0.15,23.0,25.0,10.05,9.02
2024-07-11 21:00:00,21,39.75,0.15,23.0,25.0,9.36,8.25
2024-07-11 22:00:00,22,38.52,0.15,23.0,25.0,8.48,7.52
2024-07-11 23:00:00,23,37.16,0.15,23.0,25.0,7.53,6.4
2024-07-12 00:00:00,0,36.98,0.15,23.0,25.0,6.9,6.78
2024-07-12 01:00:00,1,36.06,0.15,23.0,25.0,6.33,5.4
2024-07-12 02:00:00,2,35.46,0.15,23.0,25.0,6.09,5.1
2024-07-12 03:00:00,3,34.09,0.15,23.0,25.0,5.37,4.44
2024-07-12 04:00:00,4,34.61,0.15,23.0,25.0,5.73,4.84
2024-07-12 05:00:00,5,33.78,0.15,23.0,25.0,5.28,4.42
2024-07-12 06:00:00,6,34.2,0.15,23.0,25.0,5.47,4.64
2024-07-12 07:00:00,7,35.94,0.15,23.0,25.0,6.51,5.64
2024-07-12 08:00:00,8,36.96,0.9,23.0,24.5,9.58,8.91
2024-07-12 09:00:00,9,37.81,0.9,23.0,24.5,10.37,9.74
2024-07-12 10:00:00,10,39.03,0.9,23.0,24.5,11.67,10.92
2024-07-12 11:00:00,11,40.1,0.9,23.0,24.5,12.67,11.85
2024-07-12 12:00:00,12,40.96,0.9,23.0,24.5,13.58,12.75
2024-07-12 13:00:00,13,41.37,0.9,23.0,24.5,13.89,12.92
2024-07-12 14:00:00,14,41.8,0.9,23.0,24.5,14.22,13.33
2024-07-12 15:00:00,15,42.1,0.9,23.0,24.5,14.13,13.25
2024-07-12 16:00:00,16,42.02,0.9,23.0,24.5,13.71,12.86
2024-07-12 17:00:00,17,42.01,0.9,23.0,24.5,13.73,12.93
2024-07-12 18:00:00,18,41.63,0.15,23.0,25.0,10.97,9.88
2024-07-12 19:00:00,19,41.31,0.15,23.0,25.0,10.63,9.54
2024-07-12 20:00:00,20,40.06,0.15,23.0,25.0,9.67,8.61
2024-07-12 21:00:00,21,39.74,0.15,23.0,25.0,9.33,8.22
2024-07-12 22:00:00,22,38.89,0.15,23.0,25.0,8.7,7.68
2024-07-12 23:00:00,23,39.22,0.15,23.0,25.0,8.94,8.01
2024-07-13 00:00:00,0,37.31,0.1,23.0,25.0,7.02,6.91
2024-07-13 01:00:00,1,37.09,0.1,23.0,25.0,6.98,6.12
2024-07-13 02:00:00,2,37.06,0.1,23.0,25.0,6.99,5.98
2024-07-13 03:00:00,3,35.24,0.1,23.0,25.0,6.07,5.07
2024-07-13 04:00:00,4,35.53,0.1,23.0,25.0,6.23,5.3
2024-07-13 05:00:00,5,35.05,0.1,23.0,25.0,6.01,5.15
2024-07-13 06:00:00,6,34.2,0.1,23.0,25.0,5.47,4.58
2024-07-13 07:00:00,7,36.8,0.1,23.0,25.0,7.0,6.12
2024-07-13 08:00:00,8,37.13,0.1,23.0,25.0,7.28,6.39
2024-07-13 09:00:00,9,38.51,0.1,23.0,25.0,8.6,7.58
2024-07-13 10:00:00,10,39.64,0.1,23.0,25.0,9.8,8.67
2024-07-13 11:00:00,11,40.49,0.1,23.0,25.0,10.5,9.5
2024-07-13 12:00:00,12,40.8,0.1,23.0,25.0,11.04,9.97
2024-07-13 13:00:00,13,40.94,0.1,23.0,25.0,11.1,9.93
2024-07-13 14:00:00,14,41.38,0.1,23.0,25.0,11.28,10.12
2024-07-13 15:00:00,15,41.44,0.1,23.0,25.0,11.09,10.01
2024-07-13 16:00:00,16,41.41,0.1,23.0,25.0,10.79,9.61
2024-07-13 17:00:00,17,41.39,0.1,23.0,25.0,10.76,9.57
2024-07-13 18:00:00,18,41.23,0.1,23.0,25.0,10.65,9.56
2024-07-13 19:00:00,19,40.87,0.1,23.0,25.0,10.3,9.26
2024-07-13 20:00:00,20,39.82,0.1,23.0,25.0,9.45,8.36
2024-07-13 21:00:00,21,39.75,0.1,23.0,25.0,9.32,8.21
2024-07-13 22:00:00,22,38.99,0.1,23.0,25.0,8.71,7.93
2024-07-13 23:00:00,23,37.99,0.1,23.0,25.0,8.07,7.02
2024-07-14 00:00:00,0,37.11,0.1,23.0,25.0,6.89,6.93
2024-07-14 01:00:00,1,36.8,0.1,23.0,25.0,6.8,5.98
2024-07-14 02:00:00,2,35.66,0.1,23.0,25.0,6.18,5.16
2024-07-14 03:00:00,3,34.84,0.1,23.0,25.0,5.78,4.83
2024-07-14 04:00:00,4,33.92,0.1,23.0,25.0,5.33,4.4
2024-07-14 05:00:00,5,33.72,0.1,23.0,25.0,5.23,4.31
2024-07-14 06:00:00,6,33.14,0.1,23.0,25.0,4.88,3.94
2024-07-14 07:00:00,7,33.63,0.1,23.0,25.0,5.09,4.26
2024-07-14 08:00:00,8,35.13,0.1,23.0,25.0,6.02,5.12
2024-07-14 09:00:00,9,36.68,0.1,23.0,25.0,7.28,6.36
2024-07-14 10:00:00,10,37.08,0.1,23.0,25.0,7.78,6.73
2024-07-14 11:00:00,11,38.47,0.1,23.0,25.0,8.9,8.01
2024-07-14 12:00:00,12,39.1,0.1,23.0,25.0,9.43,8.72
2024-07-14 13:00:00,13,39.63,0.1,23.0,25.0,9.89,8.96
2024-07-14 14:00:00,14,40.18,0.1,23.0,25.0,10.22,9.15
2024-07-14 15:00:00,15,40.47,0.1,23.0,25.0,10.17,9.19
2024-07-14 16:00:00,16,40.68,0.1,23.0,25.0,10.03,8.97
2024-07-14 17:00:00,17,40.77,0.1,23.0,25.0,10.04,8.95
2024-07-14 18:00:00,18,40.44,0.1,23.0,25.0,9.87,8.78
2024-07-14 19:00:00,19,39.75,0.1,23.0,25.0,9.33,8.3
2024-07-14 20:00:00,20,39.01,0.1,23.0,25.0,8.67,7.75
2024-07-14 21:00:00,21,35.96,0.1,23.0,25.0,6.69,5.47
2024-07-14 22:00:00,22,33.79,0.1,23.0,25.0,5.4,4.53
2024-07-14 23:00:00,23,33.84,0.1,23.0,25.0,5.44,4.43
2024-07-15 00:00:00,0,29.56,0.15,23.0,25.0,2.99,3.01
2024-07-15 01:00:00,1,30.32,0.15,23.0,25.0,3.39,2.85
2024-07-15 02:00:00,2,30.88,0.15,23.0,25.0,3.6,3.04
2024-07-15 03:00:00,3,31.34,0.15,23.0,25.0,3.92,3.13
2024-07-15 04:00:00,4,31.24,0.15,23.0,25.0,3.89,3.04
2024-07-15 05:00:00,5,31.4,0.15,23.0,25.0,3.97,3.24
2024-07-15 06:00:00,6,31.64,0.15,23.0,25.0,4.09,3.32
2024-07-15 07:00:00,7,33.29,0.15,23.0,25.0,4.98,4.12
2024-07-15 08:00:00,8,34.49,0.9,23.0,24.5,8.12,7.22
2024-07-15 09:00:00,9,35.07,0.9,23.0,24.5,8.74,7.99
2024-07-15 10:00:00,10,36.75,0.9,23.0,24.5,10.03,9.4
2024-07-15 11:00:00,11,37.7,0.9,23.0,24.5,10.84,10.12
2024-07-15 12:00:00,12,38.4,0.9,23.0,24.5,11.45,10.73
2024-07-15 13:00:00,13,39.33,0.9,23.0,24.5,12.06,11.27
2024-07-15 14:00:00,14,39.71,0.9,23.0,24.5,12.25,11.42
2024-07-15 15:00:00,15,40.14,0.9,23.0,24.5,12.26,11.51
2024-07-15 16:00:00,16,40.42,0.9,23.0,24.5,12.2,11.38
2024-07-15 17:00:00,17,40.47,0.9,23.0,24.5,12.22,11.41
2024-07-15 18:00:00,18,40.32,0.15,23.0,25.0,9.83,8.78
