timestamp,temperature_c,humidity_pct,ghi_wm2,hour,day_of_week,is_weekend,occupancy_factor,comfort_setpoint_c,hvac_load_kw
2024-07-06 17:00:00,41.99,9.4,0.0,17,5,1,0.1,23.0,37.92
2024-07-06 18:00:00,41.47,11.7,0.0,18,5,1,0.1,23.0,37.3
2024-07-06 19:00:00,41.16,11.4,0.0,19,5,1,0.1,23.0,36.93
2024-07-06 20:00:00,39.96,12.2,0.0,20,5,1,0.1,23.0,35.5
2024-07-06 21:00:00,39.2,12.9,0.0,21,5,1,0.1,23.0,34.58
2024-07-06 22:00:00,39.18,16.9,0.0,22,5,1,0.1,23.0,34.58
2024-07-06 23:00:00,38.47,20.4,0.0,23,5,1,0.1,23.0,33.75
2024-07-07 00:00:00,37.76,23.0,0.0,0,6,1,0.1,23.0,32.9
2024-07-07 01:00:00,36.51,26.5,0.0,1,6,1,0.1,23.0,31.43
2024-07-07 02:00:00,35.96,29.9,0.0,2,6,1,0.1,23.0,30.78
2024-07-07 03:00:00,35.41,32.9,0.0,3,6,1,0.1,23.0,30.14
2024-07-07 04:00:00,34.98,35.8,0.0,4,6,1,0.1,23.0,29.63
2024-07-07 05:00:00,35.32,38.6,0.0,5,6,1,0.1,23.0,30.06
2024-07-07 06:00:00,34.5,39.4,0.0,6,6,1,0.1,23.0,29.08
2024-07-07 07:00:00,35.87,36.9,0.0,7,6,1,0.1,23.0,30.7
2024-07-07 08:00:00,36.9,32.5,0.0,8,6,1,0.1,23.0,31.93
2024-07-07 09:00:00,37.74,28.9,255.67,9,6,1,0.1,23.0,33.68
2024-07-07 10:00:00,38.88,26.4,438.3,10,6,1,0.1,23.0,35.58
2024-07-07 11:00:00,40.24,23.8,547.88,11,6,1,0.1,23.0,37.53
2024-07-07 12:00:00,40.33,20.9,584.4,12,6,1,0.1,23.0,37.74
2024-07-07 13:00:00,41.2,18.6,547.88,13,6,1,0.1,23.0,38.66
2024-07-07 14:00:00,41.15,17.1,438.3,14,6,1,0.1,23.0,38.26
2024-07-07 15:00:00,41.62,15.1,255.67,15,6,1,0.1,23.0,38.27
2024-07-07 16:00:00,41.73,14.1,0.0,16,6,1,0.1,23.0,37.63
2024-07-07 17:00:00,41.75,12.8,0.0,17,6,1,0.1,23.0,37.64
2024-07-07 18:00:00,41.69,14.9,0.0,18,6,1,0.1,23.0,37.59
2024-07-07 19:00:00,41.12,15.4,0.0,19,6,1,0.1,23.0,36.9
2024-07-07 20:00:00,40.07,16.5,0.0,20,6,1,0.1,23.0,35.65
2024-07-07 21:00:00,39.36,17.9,0.0,21,6,1,0.1,23.0,34.8
2024-07-07 22:00:00,38.8,18.9,0.0,22,6,1,0.1,23.0,34.13
2024-07-07 23:00:00,38.43,20.2,0.0,23,6,1,0.1,23.0,33.69
2024-07-08 00:00:00,37.89,22.7,0.0,0,0,0,0.15,23.0,33.1
2024-07-08 01:00:00,37.08,26.1,0.0,1,0,0,0.15,23.0,32.14
2024-07-08 02:00:00,36.3,26.2,0.0,2,0,0,0.15,23.0,31.21
2024-07-08 03:00:00,34.65,31.1,0.0,3,0,0,0.15,23.0,29.25
2024-07-08 04:00:00,33.69,33.8,0.0,4,0,0,0.15,23.0,28.12
2024-07-08 05:00:00,33.91,35.0,0.0,5,0,0,0.15,23.0,28.38
2024-07-08 06:00:00,33.86,31.5,0.0,6,0,0,0.15,23.0,28.31
2024-07-08 07:00:00,35.14,28.2,0.0,7,0,0,0.15,23.0,29.83
2024-07-08 08:00:00,36.76,24.2,0.0,8,0,0,0.9,23.0,32.36
2024-07-08 09:00:00,38.26,21.5,255.32,9,0,0,0.9,23.0,34.9
2024-07-08 10:00:00,39.57,19.2,437.69,10,0,0,0.9,23.0,37.01
2024-07-08 11:00:00,40.57,17.3,547.12,11,0,0,0.9,23.0,38.53
2024-07-08 12:00:00,41.31,14.7,583.59,12,0,0,0.9,23.0,39.52
2024-07-08 13:00:00,41.97,11.3,547.12,13,0,0,0.9,23.0,40.18
2024-07-08 14:00:00,42.22,9.9,437.69,14,0,0,0.9,23.0,40.14
2024-07-08 15:00:00,42.5,9.2,255.32,15,0,0,0.9,23.0,39.94
2024-07-08 16:00:00,42.5,8.2,0.0,16,0,0,0.9,23.0,39.16
2024-07-08 17:00:00,42.42,7.5,0.0,17,0,0,0.9,23.0,39.06
2024-07-08 18:00:00,42.09,7.4,0.0,18,0,0,0.15,23.0,38.07
2024-07-08 19:00:00,41.73,8.8,0.0,19,0,0,0.15,23.0,37.64
2024-07-08 20:00:00,40.17,9.1,0.0,20,0,0,0.15,23.0,35.77
2024-07-08 21:00:00,39.41,9.8,0.0,21,0,0,0.15,23.0,34.87
2024-07-08 22:00:00,38.82,11.1,0.0,22,0,0,0.15,23.0,34.15
2024-07-08 23:00:00,38.66,15.0,0.0,23,0,0,0.15,23.0,33.99
2024-07-09 00:00:00,37.37,18.7,0.0,0,1,0,0.15,23.0,32.46
2024-07-09 01:00:00,37.46,21.5,0.0,1,1,0,0.15,23.0,32.58
2024-07-09 02:00:00,36.43,20.6,0.0,2,1,0,0.15,23.0,31.34
2024-07-09 03:00:00,35.48,22.3,0.0,3,1,0,0.15,23.0,30.21
2024-07-09 04:00:00,35.11,24.5,0.0,4,1,0,0.15,23.0,29.78
2024-07-09 05:00:00,35.6,29.3,0.0,5,1,0,0.15,23.0,30.39
2024-07-09 06:00:00,34.49,29.9,0.0,6,1,0,0.15,23.0,29.06
2024-07-09 07:00:00,35.85,27.1,0.0,7,1,0,0.15,23.0,30.67
2024-07-09 08:00:00,36.72,26.0,0.0,8,1,0,0.9,23.0,32.32
2024-07-09 09:00:00,38.08,23.7,254.95,9,1,0,0.9,23.0,34.69
2024-07-09 10:00:00,39.42,21.0,437.06,10,1,0,0.9,23.0,36.84
2024-07-09 11:00:00,40.66,18.7,546.33,11,1,0,0.9,23.0,38.65
2024-07-09 12:00:00,41.4,16.5,582.75,12,1,0,0.9,23.0,39.63
2024-07-09 13:00:00,42.07,14.5,546.33,13,1,0,0.9,23.0,40.32
2024-07-09 14:00:00,42.15,12.3,437.06,14,1,0,0.9,23.0,40.07
2024-07-09 15:00:00,42.1,10.7,254.95,15,1,0,0.9,23.0,39.45
2024-07-09 16:00:00,42.24,8.6,0.0,16,1,0,0.9,23.0,38.86
2024-07-09 17:00:00,42.19,9.4,0.0,17,1,0,0.9,23.0,38.79
2024-07-09 18:00:00,41.88,9.6,0.0,18,1,0,0.15,23.0,37.82
2024-07-09 19:00:00,41.54,10.0,0.0,19,1,0,0.15,23.0,37.41
2024-07-09 20:00:00,40.32,11.4,0.0,20,1,0,0.15,23.0,35.96
2024-07-09 21:00:00,39.43,11.8,0.0,21,1,0,0.15,23.0,34.89
2024-07-09 22:00:00,38.77,12.5,0.0,22,1,0,0.15,23.0,34.11
2024-07-09 23:00:00,38.61,18.2,0.0,23,1,0,0.15,23.0,33.94
2024-07-10 00:00:00,37.96,23.3,0.0,0,2,0,0.15,23.0,33.19
2024-07-10 01:00:00,37.32,25.1,0.0,1,2,0,0.15,23.0,32.43
2024-07-10 02:00:00,36.65,26.9,0.0,2,2,0,0.15,23.0,31.63
2024-07-10 03:00:00,36.46,28.4,0.0,3,2,0,0.15,23.0,31.41
2024-07-10 04:00:00,35.3,30.2,0.0,4,2,0,0.15,23.0,30.03
2024-07-10 05:00:00,36.3,33.4,0.0,5,2,0,0.15,23.0,31.25
2024-07-10 06:00:00,35.37,29.1,0.0,6,2,0,0.15,23.0,30.11
2024-07-10 07:00:00,36.68,28.2,0.0,7,2,0,0.15,23.0,31.68
2024-07-10 08:00:00,37.09,24.9,0.0,8,2,0,0.9,23.0,32.76
2024-07-10 09:00:00,38.58,24.0,254.57,9,2,0,0.9,23.0,35.3
2024-07-10 10:00:00,27.0,21.3,436.4,10,2,0,0.9,23.0,21.94
2024-07-10 11:00:00,27.0,17.7,545.5,11,2,0,0.9,23.0,22.25
2024-07-10 12:00:00,40.77,14.8,581.87,12,2,0,0.9,23.0,38.87
2024-07-10 13:00:00,41.34,13.7,545.5,13,2,0,0.9,23.0,39.44
2024-07-10 14:00:00,41.95,12.5,436.4,14,2,0,0.9,23.0,39.83
2024-07-10 15:00:00,42.0,9.9,254.57,15,2,0,0.9,23.0,39.33
2024-07-10 16:00:00,42.12,9.4,0.0,16,2,0,0.9,23.0,38.71
2024-07-10 17:00:00,41.95,9.3,0.0,17,2,0,0.9,23.0,38.51
2024-07-10 18:00:00,41.77,9.6,0.0,18,2,0,0.15,23.0,37.69
2024-07-10 19:00:00,41.02,9.0,0.0,19,2,0,0.15,23.0,36.79
2024-07-10 20:00:00,40.1,10.1,0.0,20,2,0,0.15,23.0,35.69
2024-07-10 21:00:00,39.34,10.2,0.0,21,2,0,0.15,23.0,34.77
2024-07-10 22:00:00,38.48,11.9,0.0,22,2,0,0.15,23.0,33.75
2024-07-10 23:00:00,38.18,20.9,0.0,23,2,0,0.15,23.0,33.44
2024-07-11 00:00:00,37.65,24.7,0.0,0,3,0,0.15,23.0,32.82
2024-07-11 01:00:00,37.39,26.5,0.0,1,3,0,0.15,23.0,32.52
2024-07-11 02:00:00,36.21,28.8,0.0,2,3,0,0.15,23.0,31.11
2024-07-11 03:00:00,35.83,32.9,0.0,3,3,0,0.15,23.0,30.68
2024-07-11 04:00:00,36.23,33.4,0.0,4,3,0,0.15,23.0,31.16
2024-07-11 05:00:00,35.46,37.1,0.0,5,3,0,0.15,23.0,30.26
2024-07-11 06:00:00,34.84,39.4,0.0,6,3,0,0.15,23.0,29.52
2024-07-11 07:00:00,36.29,33.5,0.0,7,3,0,0.15,23.0,31.23
2024-07-11 08:00:00,37.39,29.0,0.0,8,3,0,0.9,23.0,33.13
2024-07-11 09:00:00,38.92,25.9,254.17,9,3,0,0.9,23.0,35.72
2024-07-11 10:00:00,39.88,23.5,435.71,10,3,0,0.9,23.0,37.41
2024-07-11 11:00:00,40.9,20.7,544.64,11,3,0,0.9,23.0,38.94
2024-07-11 12:00:00,41.42,18.8,580.95,12,3,0,0.9,23.0,39.66
2024-07-11 13:00:00,41.83,16.7,544.64,13,3,0,0.9,23.0,40.03
2024-07-11 14:00:00,41.92,13.6,435.71,14,3,0,0.9,23.0,39.8
2024-07-11 15:00:00,41.93,14.2,254.17,15,3,0,0.9,23.0,39.27
2024-07-11 16:00:00,42.02,12.7,0.0,16,3,0,0.9,23.0,38.6
2024-07-11 17:00:00,42.13,12.1,0.0,17,3,0,0.9,23.0,38.74
2024-07-11 18:00:00,42.04,10.8,0.0,18,3,0,0.15,23.0,38.02
2024-07-11 19:00:00,41.13,10.6,0.0,19,3,0,0.15,23.0,36.93
2024-07-11 20:00:00,40.63,11.8,0.0,20,3,0,0.15,23.0,36.34
2024-07-11 21:00:00,39.75,18.0,0.0,21,3,0,0.15,23.0,35.3
2024-07-11 22:00:00,38.52,20.6,0.0,22,3,0,0.15,23.0,33.85
2024-07-11 23:00:00,37.16,20.5,0.0,23,3,0,0.15,23.0,32.21
2024-07-12 00:00:00,36.98,22.3,0.0,0,4,0,0.15,23.0,32.0
2024-07-12 01:00:00,36.06,23.9,0.0,1,4,0,0.15,23.0,30.91
2024-07-12 02:00:00,35.46,25.8,0.0,2,4,0,0.15,23.0,30.2
2024-07-12 03:00:00,34.09,28.8,0.0,3,4,0,0.15,23.0,28.57
2024-07-12 04:00:00,34.61,32.1,0.0,4,4,0,0.15,23.0,29.21
2024-07-12 05:00:00,33.78,30.7,0.0,5,4,0,0.15,23.0,28.21
2024-07-12 06:00:00,34.2,34.5,0.0,6,4,0,0.15,23.0,28.74
2024-07-12 07:00:00,35.94,32.1,0.0,7,4,0,0.15,23.0,30.81
2024-07-12 08:00:00,36.96,28.4,0.0,8,4,0,0.9,23.0,32.62
2024-07-12 09:00:00,37.81,23.7,253.75,9,4,0,0.9,23.0,34.38
2024-07-12 10:00:00,39.03,19.5,435.0,10,4,0,0.9,23.0,36.35
2024-07-12 11:00:00,40.1,16.9,543.75,11,4,0,0.9,23.0,37.96
2024-07-12 12:00:00,40.96,14.5,580.0,12,4,0,0.9,23.0,39.09
2024-07-12 13:00:00,41.37,13.0,543.75,13,4,0,0.9,23.0,39.45
2024-07-12 14:00:00,41.8,12.0,435.0,14,4,0,0.9,23.0,39.64
2024-07-12 15:00:00,42.1,11.3,253.75,15,4,0,0.9,23.0,39.45
2024-07-12 16:00:00,42.02,10.9,0.0,16,4,0,0.9,23.0,38.59
2024-07-12 17:00:00,42.01,10.3,0.0,17,4,0,0.9,23.0,38.58
2024-07-12 18:00:00,41.63,11.0,0.0,18,4,0,0.15,23.0,37.53
2024-07-12 19:00:00,41.31,11.0,0.0,19,4,0,0.15,23.0,37.15
2024-07-12 20:00:00,40.06,12.2,0.0,20,4,0,0.15,23.0,35.65
2024-07-12 21:00:00,39.74,13.8,0.0,21,4,0,0.15,23.0,35.27
2024-07-12 22:00:00,38.89,14.2,0.0,22,4,0,0.15,23.0,34.25
2024-07-12 23:00:00,39.22,14.6,0.0,23,4,0,0.15,23.0,34.66
2024-07-13 00:00:00,37.31,21.3,0.0,0,5,1,0.1,23.0,32.35
2024-07-13 01:00:00,37.09,23.5,0.0,1,5,1,0.1,23.0,32.1
2024-07-13 02:00:00,37.06,24.8,0.0,2,5,1,0.1,23.0,32.07
2024-07-13 03:00:00,35.24,26.9,0.0,3,5,1,0.1,23.0,29.9
2024-07-13 04:00:00,35.53,30.0,0.0,4,5,1,0.1,23.0,30.27
2024-07-13 05:00:00,35.05,33.2,0.0,5,5,1,0.1,23.0,29.71
2024-07-13 06:00:00,34.2,30.8,0.0,6,5,1,0.1,23.0,28.68
2024-07-13 07:00:00,36.8,26.7,0.0,7,5,1,0.1,23.0,31.77
2024-07-13 08:00:00,37.13,26.3,0.0,8,5,1,0.1,23.0,32.17
2024-07-13 09:00:00,38.51,23.7,253.32,9,5,1,0.1,23.0,34.57
2024-07-13 10:00:00,39.64,23.5,434.26,10,5,1,0.1,23.0,36.46
2024-07-13 11:00:00,40.49,21.9,542.82,11,5,1,0.1,23.0,37.81
2024-07-13 12:00:00,40.8,19.7,579.01,12,5,1,0.1,23.0,38.27
2024-07-13 13:00:00,40.94,18.4,542.82,13,5,1,0.1,23.0,38.33
2024-07-13 14:00:00,41.38,17.3,434.26,14,5,1,0.1,23.0,38.53
2024-07-13 15:00:00,41.44,17.0,253.32,15,5,1,0.1,23.0,38.05
2024-07-13 16:00:00,41.41,17.7,0.0,16,5,1,0.1,23.0,37.26
2024-07-13 17:00:00,41.39,18.8,0.0,17,5,1,0.1,23.0,37.24
2024-07-13 18:00:00,41.23,13.8,0.0,18,5,1,0.1,23.0,37.02
2024-07-13 19:00:00,40.87,13.3,0.0,19,5,1,0.1,23.0,36.59
2024-07-13 20:00:00,39.82,14.1,0.0,20,5,1,0.1,23.0,35.33
2024-07-13 21:00:00,39.75,15.4,0.0,21,5,1,0.1,23.0,35.26
2024-07-13 22:00:00,38.99,27.5,0.0,22,5,1,0.1,23.0,34.4
2024-07-13 23:00:00,37.99,28.9,0.0,23,5,1,0.1,23.0,33.22
2024-07-14 00:00:00,37.11,29.8,0.0,0,6,1,0.1,23.0,32.16
2024-07-14 01:00:00,36.8,32.8,0.0,1,6,1,0.1,23.0,31.81
2024-07-14 02:00:00,35.66,33.4,0.0,2,6,1,0.1,23.0,30.44
2024-07-14 03:00:00,34.84,36.4,0.0,3,6,1,0.1,23.0,29.48
2024-07-14 04:00:00,33.92,39.3,0.0,4,6,1,0.1,23.0,28.38
2024-07-14 05:00:00,33.72,41.8,0.0,5,6,1,0.1,23.0,28.16
2024-07-14 06:00:00,33.14,48.0,0.0,6,6,1,0.1,23.0,27.49
2024-07-14 07:00:00,33.63,51.7,0.0,7,6,1,0.1,23.0,28.09
2024-07-14 08:00:00,35.13,48.1,0.0,8,6,1,0.1,23.0,29.88
2024-07-14 09:00:00,36.68,42.3,252.87,9,6,1,0.1,23.0,32.46
